gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	Astro	CC1	CC2	CC3	Endo	L2/3 IT	L4	L5 PT	L6 CT	L6 IT	L6b	Lamp5	NP	Pvalb	Sncg	Sst	Vip
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC17A7	CPI-CS0EC77FC9C	0.0	0.216	0.313	0.304	0.0	0.228	0.234	0.275	0.274	0.261	0.199	0.001	0.353	0.004	0.0	0.002	0.006
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC17A7	CPI-CS0AE7F1FB9	0.0	0.216	0.313	0.304	0.0	0.228	0.234	0.275	0.274	0.261	0.199	0.001	0.353	0.004	0.0	0.002	0.006
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC17A7	CPI-CS09CFDCF78	0.0	0.216	0.313	0.304	0.0	0.228	0.234	0.275	0.274	0.261	0.199	0.001	0.353	0.004	0.0	0.002	0.006
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC17A7	CPI-CS0BA5C6CCB	0.0	0.216	0.313	0.304	0.0	0.228	0.234	0.275	0.274	0.261	0.199	0.001	0.353	0.004	0.0	0.002	0.006
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC17A7	CPI-CS0EC6271ED	0.0	0.216	0.313	0.304	0.0	0.228	0.234	0.275	0.274	0.261	0.199	0.001	0.353	0.004	0.0	0.002	0.006
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC17A7	CPI-CS004BB0890	0.0	0.216	0.313	0.304	0.0	0.228	0.234	0.275	0.274	0.261	0.199	0.001	0.353	0.004	0.0	0.002	0.006
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC17A7	CPI-CS00A95D069	0.0	0.216	0.313	0.304	0.0	0.228	0.234	0.275	0.274	0.261	0.199	0.001	0.353	0.004	0.0	0.002	0.006
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC17A7	CPI-CC047030A36	0.0	0.216	0.313	0.304	0.0	0.228	0.234	0.275	0.274	0.261	0.199	0.001	0.353	0.004	0.0	0.002	0.006
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC17A7	CPI-CC032282108	0.0	0.216	0.313	0.304	0.0	0.228	0.234	0.275	0.274	0.261	0.199	0.001	0.353	0.004	0.0	0.002	0.006
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC17A7	CPI-CC00FD66B07	0.0	0.216	0.313	0.304	0.0	0.228	0.234	0.275	0.274	0.261	0.199	0.001	0.353	0.004	0.0	0.002	0.006
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC17A7	CPI-CC0145A96BC	0.0	0.216	0.313	0.304	0.0	0.228	0.234	0.275	0.274	0.261	0.199	0.001	0.353	0.004	0.0	0.002	0.006
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC17A7	CPI-CC08CAFBA94	0.0	0.216	0.313	0.304	0.0	0.228	0.234	0.275	0.274	0.261	0.199	0.001	0.353	0.004	0.0	0.002	0.006
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC17A7	CPI-CC032B985F7	0.0	0.216	0.313	0.304	0.0	0.228	0.234	0.275	0.274	0.261	0.199	0.001	0.353	0.004	0.0	0.002	0.006
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC17A7	CPI-CC0FE97618B	0.0	0.216	0.313	0.304	0.0	0.228	0.234	0.275	0.274	0.261	0.199	0.001	0.353	0.004	0.0	0.002	0.006
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC17A7	CPI-CC0B845D70B	0.0	0.216	0.313	0.304	0.0	0.228	0.234	0.275	0.274	0.261	0.199	0.001	0.353	0.004	0.0	0.002	0.006
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC17A7	CPI-CC0F0E50ABC	0.0	0.216	0.313	0.304	0.0	0.228	0.234	0.275	0.274	0.261	0.199	0.001	0.353	0.004	0.0	0.002	0.006
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC17A7	CPI-CC0AA96E404	0.0	0.216	0.313	0.304	0.0	0.228	0.234	0.275	0.274	0.261	0.199	0.001	0.353	0.004	0.0	0.002	0.006
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC17A8	CPI-CS0B9399ADE	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.001	0.005	0.01	0.353	0.0	0.189	0.008	0.0
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC17A8	CPI-CS037E61225	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.001	0.005	0.01	0.353	0.0	0.189	0.008	0.0
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC17A8	CPI-CS071E7684F	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.001	0.005	0.01	0.353	0.0	0.189	0.008	0.0
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC17A8	CPI-CS07CDBB858	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.001	0.005	0.01	0.353	0.0	0.189	0.008	0.0
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC17A8	CPI-CS00271E4F9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.001	0.005	0.01	0.353	0.0	0.189	0.008	0.0
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC17A8	CPI-CS0C7259F7C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.001	0.005	0.01	0.353	0.0	0.189	0.008	0.0
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC17A8	CPI-CS0AB128395	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.001	0.005	0.01	0.353	0.0	0.189	0.008	0.0
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC17A8	CPI-CS0416CB0F5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.001	0.005	0.01	0.353	0.0	0.189	0.008	0.0
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC17A8	CPI-CS090CDDA91	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.001	0.005	0.01	0.353	0.0	0.189	0.008	0.0
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC17A8	CPI-CS0A5B00FEC	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.001	0.005	0.01	0.353	0.0	0.189	0.008	0.0
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC17A8	CPI-CS00323BD9A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.001	0.005	0.01	0.353	0.0	0.189	0.008	0.0
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC17A8	CPI-CS0A5C5F9DF	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.001	0.005	0.01	0.353	0.0	0.189	0.008	0.0
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC17A8	CPI-CS0B8F51188	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.001	0.005	0.01	0.353	0.0	0.189	0.008	0.0
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC17A8	CPI-CS00B734C46	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.001	0.005	0.01	0.353	0.0	0.189	0.008	0.0
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC17A8	CPI-CS01BC2C4FF	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.001	0.005	0.01	0.353	0.0	0.189	0.008	0.0
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC17A8	CPI-CC01ABA8B9E	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.001	0.005	0.01	0.353	0.0	0.189	0.008	0.0
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC17A8	CPI-CC02F47F87C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.001	0.005	0.01	0.353	0.0	0.189	0.008	0.0
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC17A8	CPI-CC0E019A0C0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.001	0.005	0.01	0.353	0.0	0.189	0.008	0.0
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC17A8	CPI-CC0212DA3AE	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.001	0.005	0.01	0.353	0.0	0.189	0.008	0.0
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC17A8	CPI-CC0D4DB34E9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.001	0.005	0.01	0.353	0.0	0.189	0.008	0.0
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC17A8	CPI-CC08537FF5B	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.001	0.005	0.01	0.353	0.0	0.189	0.008	0.0
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC17A8	CPI-CC033072405	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.001	0.005	0.01	0.353	0.0	0.189	0.008	0.0
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC17A8	CPI-CC084ABBDE8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.001	0.005	0.01	0.353	0.0	0.189	0.008	0.0
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC17A8	CPI-CC00A4CC26C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.001	0.005	0.01	0.353	0.0	0.189	0.008	0.0
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC17A8	CPI-CC02D7E1CD1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.001	0.005	0.01	0.353	0.0	0.189	0.008	0.0
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC1A1	CPI-CS0933776AC	0.0	0.216	0.313	0.304	0.0	0.228	0.234	0.275	0.274	0.261	0.199	0.124	0.353	0.309	0.255	0.263	0.35
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC1A1	CPI-CS0E5DBD27E	0.0	0.216	0.313	0.304	0.0	0.228	0.234	0.275	0.274	0.261	0.199	0.124	0.353	0.309	0.255	0.263	0.35
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC1A1	CPI-CS0899E9304	0.0	0.216	0.313	0.304	0.0	0.228	0.234	0.275	0.274	0.261	0.199	0.124	0.353	0.309	0.255	0.263	0.35
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC1A1	CPI-CS06451E34A	0.0	0.216	0.313	0.304	0.0	0.228	0.234	0.275	0.274	0.261	0.199	0.124	0.353	0.309	0.255	0.263	0.35
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC1A1	CPI-CS0DD8D3E0E	0.0	0.216	0.313	0.304	0.0	0.228	0.234	0.275	0.274	0.261	0.199	0.124	0.353	0.309	0.255	0.263	0.35
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC1A1	CPI-CS048A34709	0.0	0.216	0.313	0.304	0.0	0.228	0.234	0.275	0.274	0.261	0.199	0.124	0.353	0.309	0.255	0.263	0.35
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC1A1	CPI-CS01D65FEFD	0.0	0.216	0.313	0.304	0.0	0.228	0.234	0.275	0.274	0.261	0.199	0.124	0.353	0.309	0.255	0.263	0.35
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC1A1	CPI-CS089C871BA	0.0	0.216	0.313	0.304	0.0	0.228	0.234	0.275	0.274	0.261	0.199	0.124	0.353	0.309	0.255	0.263	0.35
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC1A1	CPI-CS0286AF8D6	0.0	0.216	0.313	0.304	0.0	0.228	0.234	0.275	0.274	0.261	0.199	0.124	0.353	0.309	0.255	0.263	0.35
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC1A1	CPI-CS081D8412E	0.0	0.216	0.313	0.304	0.0	0.228	0.234	0.275	0.274	0.261	0.199	0.124	0.353	0.309	0.255	0.263	0.35
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC1A1	CPI-CS0041BE443	0.0	0.216	0.313	0.304	0.0	0.228	0.234	0.275	0.274	0.261	0.199	0.124	0.353	0.309	0.255	0.263	0.35
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC1A1	CPI-CS05B11F2F4	0.0	0.216	0.313	0.304	0.0	0.228	0.234	0.275	0.274	0.261	0.199	0.124	0.353	0.309	0.255	0.263	0.35
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC1A1	CPI-CS05610B89F	0.0	0.216	0.313	0.304	0.0	0.228	0.234	0.275	0.274	0.261	0.199	0.124	0.353	0.309	0.255	0.263	0.35
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC1A1	CPI-CS00061350E	0.0	0.216	0.313	0.304	0.0	0.228	0.234	0.275	0.274	0.261	0.199	0.124	0.353	0.309	0.255	0.263	0.35
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC1A1	CPI-CS0A14FBC54	0.0	0.216	0.313	0.304	0.0	0.228	0.234	0.275	0.274	0.261	0.199	0.124	0.353	0.309	0.255	0.263	0.35
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC1A1	CPI-CC007CF847B	0.0	0.216	0.313	0.304	0.0	0.228	0.234	0.275	0.274	0.261	0.199	0.124	0.353	0.309	0.255	0.263	0.35
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC1A1	CPI-CC05A802EBC	0.0	0.216	0.313	0.304	0.0	0.228	0.234	0.275	0.274	0.261	0.199	0.124	0.353	0.309	0.255	0.263	0.35
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC1A1	CPI-CC0160048A0	0.0	0.216	0.313	0.304	0.0	0.228	0.234	0.275	0.274	0.261	0.199	0.124	0.353	0.309	0.255	0.263	0.35
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC1A1	CPI-CC08EE84AE8	0.0	0.216	0.313	0.304	0.0	0.228	0.234	0.275	0.274	0.261	0.199	0.124	0.353	0.309	0.255	0.263	0.35
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC1A1	CPI-CC086C2B918	0.0	0.216	0.313	0.304	0.0	0.228	0.234	0.275	0.274	0.261	0.199	0.124	0.353	0.309	0.255	0.263	0.35
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC1A1	CPI-CC0E8B3C37F	0.0	0.216	0.313	0.304	0.0	0.228	0.234	0.275	0.274	0.261	0.199	0.124	0.353	0.309	0.255	0.263	0.35
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC1A1	CPI-CC072B222EE	0.0	0.216	0.313	0.304	0.0	0.228	0.234	0.275	0.274	0.261	0.199	0.124	0.353	0.309	0.255	0.263	0.35
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC1A1	CPI-CC01F565028	0.0	0.216	0.313	0.304	0.0	0.228	0.234	0.275	0.274	0.261	0.199	0.124	0.353	0.309	0.255	0.263	0.35
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC1A1	CPI-CC01F8CA118	0.0	0.216	0.313	0.304	0.0	0.228	0.234	0.275	0.274	0.261	0.199	0.124	0.353	0.309	0.255	0.263	0.35
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC1A1	CPI-CC07C08B2DE	0.0	0.216	0.313	0.304	0.0	0.228	0.234	0.275	0.274	0.261	0.199	0.124	0.353	0.309	0.255	0.263	0.35
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC1A2	CPI-CS084C627C7	0.0	0.216	0.313	0.304	0.0	0.228	0.234	0.275	0.274	0.261	0.199	0.124	0.353	0.026	0.255	0.068	0.35
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC1A2	CPI-CS07040A8BB	0.0	0.216	0.313	0.304	0.0	0.228	0.234	0.275	0.274	0.261	0.199	0.124	0.353	0.026	0.255	0.068	0.35
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC1A2	CPI-CS0B607E7E2	0.0	0.216	0.313	0.304	0.0	0.228	0.234	0.275	0.274	0.261	0.199	0.124	0.353	0.026	0.255	0.068	0.35
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC1A2	CPI-CS0CC3AA145	0.0	0.216	0.313	0.304	0.0	0.228	0.234	0.275	0.274	0.261	0.199	0.124	0.353	0.026	0.255	0.068	0.35
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC1A2	CPI-CS04F05F7CF	0.0	0.216	0.313	0.304	0.0	0.228	0.234	0.275	0.274	0.261	0.199	0.124	0.353	0.026	0.255	0.068	0.35
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC1A2	CPI-CS01E5ABF3E	0.0	0.216	0.313	0.304	0.0	0.228	0.234	0.275	0.274	0.261	0.199	0.124	0.353	0.026	0.255	0.068	0.35
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC1A2	CPI-CS053847508	0.0	0.216	0.313	0.304	0.0	0.228	0.234	0.275	0.274	0.261	0.199	0.124	0.353	0.026	0.255	0.068	0.35
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC1A2	CPI-CS070B19B57	0.0	0.216	0.313	0.304	0.0	0.228	0.234	0.275	0.274	0.261	0.199	0.124	0.353	0.026	0.255	0.068	0.35
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC1A2	CPI-CS0916EF39D	0.0	0.216	0.313	0.304	0.0	0.228	0.234	0.275	0.274	0.261	0.199	0.124	0.353	0.026	0.255	0.068	0.35
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC1A2	CPI-CS01E5D0183	0.0	0.216	0.313	0.304	0.0	0.228	0.234	0.275	0.274	0.261	0.199	0.124	0.353	0.026	0.255	0.068	0.35
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC1A2	CPI-CS0D7A1419D	0.0	0.216	0.313	0.304	0.0	0.228	0.234	0.275	0.274	0.261	0.199	0.124	0.353	0.026	0.255	0.068	0.35
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC1A2	CPI-CS06CD4A71F	0.0	0.216	0.313	0.304	0.0	0.228	0.234	0.275	0.274	0.261	0.199	0.124	0.353	0.026	0.255	0.068	0.35
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC1A2	CPI-CS055AEE574	0.0	0.216	0.313	0.304	0.0	0.228	0.234	0.275	0.274	0.261	0.199	0.124	0.353	0.026	0.255	0.068	0.35
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC1A2	CPI-CS0975DD44D	0.0	0.216	0.313	0.304	0.0	0.228	0.234	0.275	0.274	0.261	0.199	0.124	0.353	0.026	0.255	0.068	0.35
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC1A2	CPI-CS0A2EDD507	0.0	0.216	0.313	0.304	0.0	0.228	0.234	0.275	0.274	0.261	0.199	0.124	0.353	0.026	0.255	0.068	0.35
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC1A2	CPI-CC05BFEA73C	0.0	0.216	0.313	0.304	0.0	0.228	0.234	0.275	0.274	0.261	0.199	0.124	0.353	0.026	0.255	0.068	0.35
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC1A2	CPI-CC0D4DE23C7	0.0	0.216	0.313	0.304	0.0	0.228	0.234	0.275	0.274	0.261	0.199	0.124	0.353	0.026	0.255	0.068	0.35
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC1A2	CPI-CC0B6964744	0.0	0.216	0.313	0.304	0.0	0.228	0.234	0.275	0.274	0.261	0.199	0.124	0.353	0.026	0.255	0.068	0.35
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC1A2	CPI-CC0DC1D35A7	0.0	0.216	0.313	0.304	0.0	0.228	0.234	0.275	0.274	0.261	0.199	0.124	0.353	0.026	0.255	0.068	0.35
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC1A2	CPI-CC0B810B839	0.0	0.216	0.313	0.304	0.0	0.228	0.234	0.275	0.274	0.261	0.199	0.124	0.353	0.026	0.255	0.068	0.35
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC1A2	CPI-CC0E3F34DEF	0.0	0.216	0.313	0.304	0.0	0.228	0.234	0.275	0.274	0.261	0.199	0.124	0.353	0.026	0.255	0.068	0.35
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC1A2	CPI-CC0DE59E92B	0.0	0.216	0.313	0.304	0.0	0.228	0.234	0.275	0.274	0.261	0.199	0.124	0.353	0.026	0.255	0.068	0.35
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC1A2	CPI-CC0C109D7DD	0.0	0.216	0.313	0.304	0.0	0.228	0.234	0.275	0.274	0.261	0.199	0.124	0.353	0.026	0.255	0.068	0.35
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC1A2	CPI-CC0AC55FB5B	0.0	0.216	0.313	0.304	0.0	0.228	0.234	0.275	0.274	0.261	0.199	0.124	0.353	0.026	0.255	0.068	0.35
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC1A2	CPI-CC017AB6A86	0.0	0.216	0.313	0.304	0.0	0.228	0.234	0.275	0.274	0.261	0.199	0.124	0.353	0.026	0.255	0.068	0.35
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC1A3	CPI-CS02435169C	0.0	0.0	0.003	0.004	0.0	0.008	0.008	0.002	0.0	0.006	0.003	0.062	0.017	0.01	0.0	0.005	0.009
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC1A3	CPI-CS0D028DAA4	0.0	0.0	0.003	0.004	0.0	0.008	0.008	0.002	0.0	0.006	0.003	0.062	0.017	0.01	0.0	0.005	0.009
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC1A3	CPI-CS008389A89	0.0	0.0	0.003	0.004	0.0	0.008	0.008	0.002	0.0	0.006	0.003	0.062	0.017	0.01	0.0	0.005	0.009
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC1A3	CPI-CS0B4B01B4B	0.0	0.0	0.003	0.004	0.0	0.008	0.008	0.002	0.0	0.006	0.003	0.062	0.017	0.01	0.0	0.005	0.009
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC1A3	CPI-CS0484FC19B	0.0	0.0	0.003	0.004	0.0	0.008	0.008	0.002	0.0	0.006	0.003	0.062	0.017	0.01	0.0	0.005	0.009
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC1A3	CPI-CS00E19754C	0.0	0.0	0.003	0.004	0.0	0.008	0.008	0.002	0.0	0.006	0.003	0.062	0.017	0.01	0.0	0.005	0.009
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC1A3	CPI-CS06F474F5A	0.0	0.0	0.003	0.004	0.0	0.008	0.008	0.002	0.0	0.006	0.003	0.062	0.017	0.01	0.0	0.005	0.009
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC1A3	CPI-CS09CF4D275	0.0	0.0	0.003	0.004	0.0	0.008	0.008	0.002	0.0	0.006	0.003	0.062	0.017	0.01	0.0	0.005	0.009
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC1A3	CPI-CS07C63C8BC	0.0	0.0	0.003	0.004	0.0	0.008	0.008	0.002	0.0	0.006	0.003	0.062	0.017	0.01	0.0	0.005	0.009
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC1A3	CPI-CS05D1E58B4	0.0	0.0	0.003	0.004	0.0	0.008	0.008	0.002	0.0	0.006	0.003	0.062	0.017	0.01	0.0	0.005	0.009
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC1A3	CPI-CS0591372DE	0.0	0.0	0.003	0.004	0.0	0.008	0.008	0.002	0.0	0.006	0.003	0.062	0.017	0.01	0.0	0.005	0.009
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC1A3	CPI-CS03D684E7D	0.0	0.0	0.003	0.004	0.0	0.008	0.008	0.002	0.0	0.006	0.003	0.062	0.017	0.01	0.0	0.005	0.009
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC1A3	CPI-CS09698412B	0.0	0.0	0.003	0.004	0.0	0.008	0.008	0.002	0.0	0.006	0.003	0.062	0.017	0.01	0.0	0.005	0.009
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC1A3	CPI-CS0EFE72F4B	0.0	0.0	0.003	0.004	0.0	0.008	0.008	0.002	0.0	0.006	0.003	0.062	0.017	0.01	0.0	0.005	0.009
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC1A3	CPI-CS0947C60AA	0.0	0.0	0.003	0.004	0.0	0.008	0.008	0.002	0.0	0.006	0.003	0.062	0.017	0.01	0.0	0.005	0.009
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC1A3	CPI-CC07909859C	0.0	0.0	0.003	0.004	0.0	0.008	0.008	0.002	0.0	0.006	0.003	0.062	0.017	0.01	0.0	0.005	0.009
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC1A3	CPI-CC00CFD9E84	0.0	0.0	0.003	0.004	0.0	0.008	0.008	0.002	0.0	0.006	0.003	0.062	0.017	0.01	0.0	0.005	0.009
